id,name,review_count,price,is_closed,latitude,longitude,city,state,zip_code,country,rating,phone,term,image
arepera-montréal-2,Arepera,175,$$,False,45.5183038882934,-73.5783110496268,Montreal,QC,H2W 1H1,CA,4.5,+15145087267,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/EZqZHQpsO2QV-0uMqEC4AQ/o.jpg
au-pied-de-cochon-montréal-2,Au Pied de Cochon,938,$$$,False,45.52211,-73.57434,Montreal,QC,H2L 1A9,CA,4.0,+15142811114,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/KkhbuD7ob6rNzeU0QzWKYA/o.jpg
barroco-montréal,Barroco,162,$$$,False,45.50138,-73.55592,Montreal,QC,H2Y 2A3,CA,4.5,+15145445800,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/YsXOh0hYiqGHVaHv8x0JnQ/o.jpg
bevo-bar-pizzeria-montréal,BEVO Bar + Pizzeria,176,$$,False,45.5069504,-73.5531464,Montreal,QC,H2Y 3A6,CA,4.0,+15148615039,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/1ZfrYaqx7yJfUcydD7DaMQ/o.jpg
big-in-japan-montréal-4,Big In Japan,155,$$,False,45.5179805550084,-73.5814425721765,Montreal,QC,H2W 1Y9,CA,4.0,+14383805658,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/hOdLssMHV0rMIFcgB0UYAQ/o.jpg
biirū-montréal,Biirū,91,$$,False,45.5049159,-73.5686505,Montreal,QC,H3A 2E4,CA,4.0,+15149031555,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/NeAHCSWdEbgcMb-Ak00WJA/o.jpg
bocata-montréal-2,Bocata,122,$$$,False,45.501442,-73.55588,Montreal,QC,H2Y 2A3,CA,4.5,+15145078727,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/KVMzoQ8Iy-gRB4ZSOjfIQg/o.jpg
bouillon-bilk-montréal-2,Bouillon Bilk,255,$$$,False,45.51104,-73.5658,Montreal,QC,H2X 2S9,CA,4.5,+15148451595,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/V57ab7rglCjj1KM6soSJmQ/o.jpg
boustan-montréal-3,Boustan,285,$,False,45.49792,-73.57789,Montreal,QC,H3G 2B8,CA,4.0,+15148433576,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/c9DhhxAABnj3dwcrSH1hSw/o.jpg
buvette-chez-simone-montréal-3,Buvette Chez Simone,81,$$,False,45.51888,-73.59341,Montreal,QC,H2V 4E7,CA,4.5,+15147506577,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/dZuJxZPxwpXAqn8sRGSmFA/o.jpg
cadet-montréal,Cadet,29,$$,False,45.5105,-73.5644,Montreal,QC,H2X 2S8,CA,4.5,+15149031631,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/_SY_0cR43quJ1VQgW243Kg/o.jpg
chez-ennio-montréal-2,Chez Ennio,41,$$,False,45.4926,-73.58247,Montreal,QC,H3H 1K5,CA,4.5,+15149338168,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/J-XdSBib8gwuO4uvB71Qfw/o.jpg
cinko-montréal,Cinko,135,$,False,45.5150378,-73.5632451,Montreal,QC,H2X 3K3,CA,4.0,+15149031641,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/8mjchmduGYrmaKFgWnNTrA/o.jpg
deville-dinerbar-montréal-2,Deville Dinerbar,371,$$,False,45.499686,-73.574147,Montreal,QC,H3A 1P4,CA,4.0,+15142816556,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/L-tTTL7wWWbhB-8QgztWhw/o.jpg
escondite-montréal,Escondite,86,$$,False,45.50287,-73.56776,Montreal,QC,H3B 3A7,CA,4.0,+15144199755,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/ak7L5wdN5SH5xexu6jo2WA/o.jpg
europea-montréal,Europea,203,$$$$,False,45.49779,-73.57424,Montreal,QC,H3G 1Z2,CA,4.5,+15143989229,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/nluicB8bpjBLsAuGcSPtxw/o.jpg
fiore-bistro-montréal-3,Fiore Bistro,26,$$,False,45.50127,-73.57239,Montreal,QC,H3B 4W3,CA,4.5,+15142861136,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/qX3xQhT1wmML7YRkyUi91Q/o.jpg
ganadara-montréal,GaNaDaRa,226,$$,False,45.49363,-73.58128,Montreal,QC,H3H 1J9,CA,4.0,+15149332288,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/-9kylqvs7mCBwVU7scmZtQ/o.jpg
garage-beirut-montréal-2,Garage Beirut,75,$$,False,45.49525,-73.5761799,Montreal,QC,H3G 2H4,CA,4.5,+15145642040,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/bVGIvHTK98vuqwxXPdsVXA/o.jpg
gus-montréal,Gus,53,$$$,False,45.5306384,-73.6080747,Montreal,QC,H2S 1P8,CA,4.5,+15147222175,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/R5lAbzbjsFc46MJWVl-y2g/o.jpg
holder-restaurant-bar-montréal-3,Holder Restaurant Bar,221,$$$,False,45.50047,-73.55734,Montreal,QC,H2Y 2G3,CA,4.0,+15148490333,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/JNr2l3LXSvRgEYwHGXyjvg/o.jpg
hvor-montréal,HVOR,22,$$$,False,45.49142,-73.56574,Montreal,QC,H3C 1K8,CA,4.5,+15149372001,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/sYvD8MoEhDo7mZN-fQSlsg/o.jpg
hào-montréal,HÀO,25,$$,False,45.5205399,-73.57957,Montreal,QC,H2W 1E5,CA,4.5,,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/T4NWH2DpcrMB0bphZVgRcA/o.jpg
jardin-nelson-montréal-2,Jardin Nelson,329,$$,False,45.50803,-73.55279,Montreal,QC,H2Y 3B1,CA,4.0,+15148615731,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/yHvJ71RkgDUcfKoyaCtlYQ/o.jpg
joe-beef-montréal-2,Joe Beef,405,$$$$,False,45.483098601877,-73.575179913978,Montreal,QC,H3J 1N6,CA,4.5,+15149356504,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/xmtJ-dOP4wtQd-cyLZgjLA/o.jpg
kantapia-montréal,Kantapia,128,$,False,45.508094,-73.5712054,Montreal,QC,H3A 1B5,CA,4.0,+15145082585,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/ZioJHWjas-S7iztqpIT0kw/o.jpg
kazu-montréal-2,Kazu,477,$$,False,45.492971934241,-73.580088453534,Montreal,QC,H3H 1M1,CA,4.5,+15149372333,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/Os-f_gKW9iEB1I1oSIuBbQ/o.jpg
kinka-izakaya-montreal-montréal-15,KINKA IZAKAYA MONTREAL,175,$$,False,45.4939720355803,-73.5788095157423,Montreal,QC,H3H 2S7,CA,4.0,+15147501624,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/8JwCaciOuUpDHllshUQphg/o.jpg
l-avenue-montréal,L'Avenue,600,$$,False,45.526743,-73.580274,Montreal,QC,H2J 1X2,CA,4.5,+15145238780,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/zlt1jjvk9LLfnYj7KVLXLw/o.jpg
l-entrecôte-saint-jean-montréal-3,L'Entrecôte Saint-Jean,75,$$,False,45.5009308,-73.5752792,Montreal,QC,H3A 3K1,CA,4.0,+15142816492,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/g2HVRRjoeFumcfw21ai34A/o.jpg
l-entrepôt-mont-royal-montréal-2,L'Entrepôt Mont-Royal,79,$,False,45.5275586124373,-73.5797399809547,Montreal,QC,H2J 1X7,CA,4.0,+15145073133,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/E5CwQNbRgl__5Eru4-UniQ/o.jpg
l-express-montréal-2,L'Express,415,$$$,False,45.52032,-73.57437,Montreal,QC,H2W 2M4,CA,4.0,+15148455333,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/bVZSTMMhRHF8crCpiir9nw/o.jpg
l-orignal-montréal-2,L'Orignal,158,$$$,False,45.50275,-73.55798,Montreal,QC,H2Y 2N7,CA,4.5,+15143030479,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/t_mDzYV47GYLPyKtdFGX5w/o.jpg
la-banquise-montréal-2,La Banquise,1160,$$,False,45.52521,-73.57467,Montreal,QC,H2J 2J3,CA,4.0,+15145252415,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/Avjo8GYbY0TgFVSOiNTABA/o.jpg
la-capital-tacos-montréal-2,La Capital Tacos,92,$$,False,45.5084114,-73.5610504,Montreal,QC,H2Z 1J5,CA,4.0,+15148735255,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/_WmJhH0bfanrduiKxyuvAw/o.jpg
la-habanera-montréal-2,La Habanera,21,$$,False,45.50311,-73.56822,Montreal,QC,H3B 3C4,CA,4.0,+15143755355,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/kIz_zqOgb5mUWiw-ujzBcA/o.jpg
laloux-montréal-2,Laloux,130,$$$,False,45.51737,-73.57283,Montreal,QC,H2W 1P3,CA,4.5,+15142879127,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/zO4wTO8g9C_LXHOTbr0UZg/o.jpg
lattuca-barbecue-montréal,Lattuca Barbecue,65,$$,False,45.50499,-73.5538,Montreal,QC,H2Y 2C6,CA,4.5,+15142461680,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/ZgdE1VDsHbEqv7tDkxEDuw/o.jpg
lawrence-montréal-2,Lawrence,173,$$,False,45.5240798977413,-73.5947336788415,Montreal,QC,H2T 2V4,CA,4.5,+15145031070,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/EPhbmpw8Jaiopj7eLCCpqw/o.jpg
le-bremner-montréal-4,Le Bremner,165,$$$,False,45.5092888,-73.5518494,Montreal,QC,H2Y 1H3,CA,4.0,+15145440446,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/vFbf5GCvPEv8s3TU-Q0HKg/o.jpg
le-cartet-montréal-2,Le Cartet,325,$$,False,45.499408929788,-73.555200096184,Montreal,QC,H2Y 2E5,CA,4.0,+15148718887,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/Ko8IA2KJ6I8rfsktbIUYLQ/o.jpg
le-club-chasse-et-pêche-montréal,Le Club Chasse et Pêche,158,$$$$,False,45.50893,-73.55241,Montreal,QC,H2Y 3B6,CA,4.5,+15148611112,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/OvqEIlt8snFQq8DrZ7B_WQ/o.jpg
le-majestique-montréal-2,Le Majestique,85,$$,False,45.5175436,-73.5802618,Montreal,QC,H2W 1Y7,CA,4.5,+15144391850,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/qDdcMWx6V4Y42cDnLnMvuQ/o.jpg
le-passé-composé-montréal-4,Le Passé Composé,33,$$,False,45.520079,-73.556603,Montreal,QC,H2L 2A5,CA,4.0,+15145246663,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/pTuKyGgzdJVrKJATC4ufeA/o.jpg
le-quartier-général-montréal-2,Le Quartier Général,96,$$$,False,45.53107,-73.5815,Montreal,QC,H2J 1R3,CA,4.5,+15146581839,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/dtupEjRy0BNddqffEIMmqg/o.jpg
le-robin-square-montréal-2,Le Robin Square,303,$$,False,45.5062,-73.55635,Montreal,QC,H2Y 2Y9,CA,4.5,+15145085770,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/AOvh1M2IwIg-vIFsWsztdw/o.jpg
le-réservoir-montréal,Le Réservoir,107,$$,False,45.517218,-73.579186,Montreal,QC,H2W 1G7,CA,4.0,+15148497779,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/wHk_1BtngrbHIIAptoaj_w/o.jpg
le-saint-bock-montréal-3,Le Saint-Bock,136,$$,False,45.51589,-73.56453,Montreal,QC,H2X 3K4,CA,4.0,+15146808052,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/0iDPuNWGtGzadyUVJCOR1Q/o.jpg
le-serpent-montréal,Le Serpent,80,$$$,False,45.4976006,-73.5569382,Montreal,QC,H3C 2N4,CA,4.5,+15143164666,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/lMEhjRTuDLDbZEGAr4MVYQ/o.jpg
les-deux-gamins-montréal-3,Les Deux Gamins,354,$$,False,45.51545,-73.57095,Montreal,QC,H2X 1B7,CA,4.0,+15142883389,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/e8fPhHtyM-HZ8fJczaefzw/o.jpg
ma-poule-mouillée-montréal,Ma Poule Mouillée,152,$$,False,45.5252188,-73.5750686,Montreal,QC,H2J 2J4,CA,4.5,+15145225175,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/a0cv2VE51eB3BxUU82laCw/o.jpg
mai-xiang-yuan-montréal,Mai Xiang Yuan,311,$,False,45.50831,-73.560778,Montreal,QC,H2Z 1J5,CA,4.0,+15148756888,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/2X_Qd8wh8NUtCdKuwI1xNQ/o.jpg
marusan-comptoir-japonais-montréal-2,Marusan Comptoir Japonais,41,$$,False,45.50173,-73.55927,Montreal,QC,H2Y 1V2,CA,4.5,+15142891115,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/0zfxoPEpYdvOYlEBhQOOQQ/o.jpg
mimi-la-nuit-montréal,Mimi La Nuit,43,$$,False,45.5059189542855,-73.5534445159386,Montreal,QC,H2Y 1G3,CA,4.0,+15145075449,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/3PqLEBMLznEGGmT_-8mJuA/o.jpg
modavie-montréal-2,Modavie,300,$$$,False,45.5055385927978,-73.5539197549224,Montreal,QC,H2Y 1Y6,CA,4.0,+15142879582,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/K5-AuaeM7dxeq9sZIj4fqg/o.jpg
mâche-montréal,Mâche!,95,$$,False,45.5152702,-73.5634308,Montreal,QC,H2X 3K4,CA,4.0,+15144395535,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/kHqRs7CBEPHe-T75wlGmFQ/o.jpg
notkins-montréal,Notkins,143,$$$,False,45.504985,-73.5637947,Montreal,QC,H2Z 1N1,CA,4.5,+15148661101,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/RBpKhR1ydEJft-_c77UnPQ/o.jpg
nouilles-de-lan-zhou-montréal-2,Nouilles de Lan Zhou,180,$,False,45.5077814027869,-73.5595571067863,Montreal,QC,H2Z 1J4,CA,4.0,+15148002959,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/lfcMEYnNXIEAhjDEXJeIbg/o.jpg
o-thym-montréal-2,O'Thym,102,$$$,False,45.51837,-73.55804,Montreal,QC,H2L 1Z5,CA,4.5,+15145253443,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/dtnmSuQK6iYiCyWbptLktA/o.jpg
olive-and-gourmando-montréal-3,Olive & Gourmando,682,$$,False,45.50121,-73.55649,Montreal,QC,H2Y 2A7,CA,4.5,+15143501083,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/br-jsM42AgNhHR-y2XqgAQ/o.jpg
omnivore-montréal-2,Omnivore,120,$,False,45.51924,-73.58405,Montreal,QC,H2W 1Z8,CA,4.5,+15143035757,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/QPHy_ANGZ8-5gdAMreyb-A/o.jpg
oui-mais-non-montréal,Oui Mais Non,46,$,False,45.53965,-73.6306199,Montreal,QC,H2P 1T1,CA,4.5,+15145075387,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/-V1pR5U0FmK0gSI5g_XVaw/o.jpg
plein-sud-montréal-3,Plein Sud,32,$$,False,45.52218,-73.58424,Montreal,QC,H2T 1P4,CA,4.5,+15145106234,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/nC1LaBer7sZKQwIyck-S7w/o.jpg
poutine-centrale-montréal,Poutine Centrale,70,$$,False,45.5514101,-73.5491315,Montreal,QC,H1W 1K2,CA,4.5,+15145079494,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/zEX_5GAv3lxSm7uInx24Sg/o.jpg
poutineville-montréal-3,Poutineville,338,$$,False,45.5232849121094,-73.5613403320312,Montreal,QC,H2L 1S1,CA,4.5,+15144195444,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/5yxaGCenJJeSrZ601xxnog/o.jpg
provisions-1268-montréal,Provisions 1268,19,$$$,False,45.52153,-73.61374,Montreal,QC,H2V 1K5,CA,5.0,+15145080828,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/m1zxFo46rnJ98z2gz9Ck2A/o.jpg
pub-brewskey-montréal,Pub BreWskey,58,$$,False,45.508949,-73.55153,Montreal,QC,H2Y 1H3,CA,4.5,+15145072739,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/__HXdcjc4aSV9aXwrClLRg/o.jpg
restaurant-bonaparte-montréal-2,Restaurant Bonaparte,168,$$$,False,45.50329,-73.55607,Montreal,QC,H2Y 2T1,CA,4.5,+15148444368,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/Q1s21Xj_2LvqHxz4iXVHPg/o.jpg
restaurant-nozy-montréal,Restaurant Nozy,35,$$,False,45.4798199,-73.58002,Montreal,QC,H4C 1P4,CA,4.5,+14383869797,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/PorH_7F0hKRA47Jx--nXFA/o.jpg
restaurant-épik-montréal-8,Restaurant Épik,10,$$$,False,45.50311,-73.55523,Montreal,QC,H2Y 1Z5,CA,5.0,+15148422912,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/431lD4ySuj9QjdIMLGHjug/o.jpg
reubens-montréal,Reuben's,332,$$,False,45.49959,-73.57294,Montreal,QC,H3B 1H4,CA,4.0,+15148661029,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/8mvOios95KMIsUHieGljEg/o.jpg
robin-des-bois-montréal-2,Robin des Bois,40,$$,False,45.52141,-73.58869,Montreal,QC,H2T 1R2,CA,4.5,+15142881010,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/apZ6kP55Sb00xXEuN5byKg/o.jpg
romados-montréal,Romados,366,$,False,45.51931,-73.580749,Montreal,QC,H2W 1C8,CA,4.5,+15148491803,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/Zu7gPizrDwhXQIdr0bdI9g/o.jpg
satay-brothers-montréal-3,Satay Brothers,150,$$,False,45.4792794163627,-73.5816477611661,Montreal,QC,H4C 1P8,CA,4.0,+15149333507,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/V1XfqKlEmX-cVATxo3HYyA/o.jpg
schwartzs-montréal-2,Schwartz's,1660,$$,False,45.5163732056194,-73.5775374957008,Montreal,QC,H2W 1X9,CA,4.0,+15148424813,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/zisUa5wom_DZRDLZnMjWBA/o.jpg
sel-gras-montréal,Sel Gras,46,$$,False,45.5242631,-73.5954601,Montreal,QC,H2T 1S4,CA,4.0,+15145641090,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/FlFW-osTurC6F_l0NdaXQQ/o.jpg
sorocco-montréal,Sorocco,26,$$,False,45.52484,-73.58433,Montreal,QC,H2J 2L4,CA,5.0,+14383864621,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/roeS0HvzWLNEoZMi3pIzfQ/o.jpg
the-dumpling-hut-montréal,The Dumpling Hut,10,$$,False,45.51325,-73.57254,Montreal,QC,H2X 2R9,CA,5.0,+15146523897,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/vF3NTRvPLZgiDFpZ8dvuNA/o.jpg
yokato-yokabai-montréal-3,Yokato Yokabai,180,$$,False,45.5212904127747,-73.578707435216,Montreal,QC,H2W 2L5,CA,4.0,+15142829991,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/X4vP_Hq1ArqcxDR-mETKnw/o.jpg
16-tun-auckland,16 Tun,19,$$,False,-36.8410492,174.7569733,Auckland,AUK,1010,NZ,4.0,+6493687712,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/Jj0KDo3NFumoM-k67E1zSw/o.jpg
46-and-york-auckland,46 & York,3,$$,False,-36.8515017812881,174.778116991425,Auckland,AUK,1052,NZ,4.0,+6493779675,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/yve4-Pw8bSUxOP3f7ADduQ/o.jpg
albert-park-cafe-auckland,Albert Park Cafe,33,$$,False,-36.8497981,174.7664627,Auckland,AUK,1010,NZ,4.5,+6493734912,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/CQ7IlMVlHUkcwL3SgcIRgQ/o.jpg
als-deli-auckland,Al's Deli,33,$$,False,-36.856654,174.762279,Auckland,AUK,1010,NZ,4.0,,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/-GiveIFHtDKz-rmhTWwSuQ/o.jpg
archies-auckland,Archie's,15,$$,False,-36.8669783,174.777434,Auckland,AUK,1023,NZ,4.0,+6495235111,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/fNvkAvW7fCDetrJxd5Czhw/o.jpg
b-and-b-gourmet-burguer-and-brew-kitchen-auckland,B & B Gourmet Burguer & Brew Kitchen,5,$$,False,-36.8425935600194,174.764814893255,Auckland,AUK,1010,NZ,4.5,,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/H4hW4dwsTvy8OYd74FKwKw/o.jpg
baduzzi-auckland,Baduzzi,55,$$$,False,-36.8409671759782,174.757016396741,Auckland,AUK,1010,NZ,4.5,+6493099339,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/dOtm4wqlD4-9oftNRFbyrg/o.jpg
bannsang-auckland-2,BannSang,33,$,False,-36.8481604,174.766364,Auckland,AUK,1010,NZ,4.5,+6493021838,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/YYvAHxWEN8IhpwJa-8siFQ/o.jpg
banque-oyster-bar-and-eatery-auckland,Banque Oyster Bar & Eatery,9,$$$,False,-36.880661,174.7959747,Auckland,AUK,1050,NZ,4.0,+6495226688,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/Jt2eTRqzlXNvAS4SyiMeaA/o.jpg
beirut-auckland,Beirut,13,$$$,False,-36.84599,174.77007,Auckland,AUK,1010,NZ,4.5,+6493676882,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/7YVC7p-Nr0ybTOzOOW9YlA/o.jpg
best-ugly-bagels-auckland,Best Ugly Bagels,115,$,False,-36.8496525,174.7592289,Auckland,AUK,1010,NZ,4.5,+6493663926,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/rhVkGJKbSL4L6GnsQr5kMQ/o.jpg
bian-sushi-and-donburi-auckland,Bian Sushi & Donburi,14,$,False,-36.8629684,174.7609863,Auckland,AUK,1010,NZ,4.0,+6493095609,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/hbpqd48S8rSyzeo6u0fs3w/o.jpg
blue-elephant-auckland,Blue Elephant,10,$$$,False,-36.8557049,174.7804957,Auckland,AUK,1052,NZ,3.5,+6493583095,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/AydZoMxReed-9lrVwwmPdw/o.jpg
bluebells-cakery-auckland-2,Bluebells Cakery,5,$,False,-36.86195,174.75761,Auckland,AUK,1010,NZ,5.0,+6493773429,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/N1jeq940t1yhbxW-FafJfg/o.jpg
bonita-auckland,Bonita,11,$$,False,-36.85189,174.7447,Auckland,AUK,1011,NZ,4.0,+6493765670,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/pJSswHwi0XQi0MiiLknvmA/o.jpg
botswana-butchery-auckland,Botswana Butchery,23,$$$$,False,-36.8430809,174.7668382,Auckland,AUK,1010,NZ,4.0,+6493076966,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/v2_f70GeS44cA6yv6S5CTA/o.jpg
brew-on-quay-auckland,Brew On Quay,13,$$,False,-36.8444724,174.7706874,Auckland,AUK,1010,NZ,4.0,+6493022085,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/t-MMZis-9qmFJPGpLHLAlA/o.jpg
brothers-beer-auckland,Brothers Beer,38,$$,False,-36.8500927558225,174.758580537851,Auckland,AUK,1010,NZ,4.5,+6493666100,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/42hjrM4bMPvhBmhPeAthIg/o.jpg
bunga-raya-auckland,Bunga Raya,14,$$,False,-36.9079636,174.6832128,Auckland,AUK,0600,NZ,4.0,+6498278666,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/3tsAKk4Rc72uO8fmTCGqJQ/o.jpg
buona-sera-auckland,Buona Sera,4,$$$,False,-36.8291397,174.7977142,Auckland,AUK,0624,NZ,5.0,+6494458133,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/nyy4I-ygWqavcu5SXd2TIA/o.jpg
burger-burger-auckland-2,Burger Burger,29,$$,False,-37.0964813,174.9501801,Auckland,AUK,1023,NZ,4.5,+6495242859,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/FPSWwdlJZMw_l7emEmHx_Q/o.jpg
cable-bay-vineyards-auckland,Cable Bay Vineyards,25,$$$$,False,-36.7871284,174.9998474,Auckland,AUK,1971,NZ,4.5,+6493725889,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/GUVooon8RdlKTeVQ17137w/o.jpg
cafe-hanoi-auckland,Cafe Hanoi,50,$$$,False,-36.8449257,174.7679994,Auckland,AUK,1010,NZ,4.0,+6493023478,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/mo28WWFyY5vELKMWPBfUBA/o.jpg
café-on-kohi-auckland-2,Café on Kohi,19,$$,False,-36.8498874,174.8419983,Auckland,AUK,1071,NZ,3.5,+6495288335,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/AKLj6iswujaw9o-GcQ2Flg/o.jpg
cali-all-day-eatery-auckland-2,Cali - All Day Eatery,7,$$,False,-36.8707146704514,174.778026455798,Auckland,AUK,1023,NZ,4.5,+6495234554,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/V1yaRbV6S9F0OrOf4rMnkw/o.jpg
canton-cafe-auckland,Canton Cafe,16,$$,False,-36.8719215,174.7445831,Auckland,AUK,1021,NZ,4.0,+6498467888,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/obsWNNVCWMIcV-RLLz-SAQ/o.jpg
catch-22-auckland,Catch 22,3,$,False,-36.8314469,174.7970488,Auckland,AUK,0624,NZ,3.5,+6494452225,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/R4z1S8F1FIbDIJyZqgSdHQ/o.jpg
chargrill-auckland,Chargrill,19,$,False,-36.8456245,174.7696725,Auckland,AUK,1010,NZ,4.0,+6493735252,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/3y9UWUbRNamZLJ27jC1leg/o.jpg
charlie-and-george-cafe-auckland,Charlie & George Cafe,14,$$,False,-36.8868528518899,174.84477509109,Auckland,AUK,1050,NZ,4.0,+6499504497,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/Bu2bN5dSaii5BCrjtg1_nQ/o.jpg
cibo-auckland,Cibo,12,$$$$,False,-36.8522911,174.7827454,Auckland,AUK,1052,NZ,4.5,+6493039660,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/fnogROc_3OIXH548RCCEeA/o.jpg
